,date,time_left,y,leisure_biking:idx,t_2m:C,precip_24h:mm,day_off
399,2021-10-15,16:02:30,0,0.9,17.9,0,0
400,2021-10-15,15:25:42,0,0.9,17.9,0,0
401,2021-10-15,16:02:30,0,0.9,17.9,0,0
402,2021-10-15,16:02:30,0,0.9,17.9,0,0
403,2021-10-15,16:02:30,0,0.9,17.9,0,0
404,2021-10-15,17:05:30,0,0.9,17.9,0,0
405,2021-10-15,17:05:30,0,0.9,17.9,0,0
547,2021-10-15,14:48:30,0,0.9,17.9,0,0
548,2021-10-15,14:48:30,0,0.9,17.9,0,0
549,2021-10-15,14:57:48,0,0.9,17.9,0,0
550,2021-10-15,16:02:30,0,0.9,17.9,0,0
551,2021-10-15,16:02:30,0,0.9,17.9,0,0
552,2021-10-15,15:25:42,0,0.9,17.9,0,0
553,2021-10-15,16:02:30,0,0.9,17.9,0,0
554,2021-10-15,16:02:30,0,0.9,17.9,0,0
555,2021-10-15,16:02:30,0,0.9,17.9,0,0
556,2021-10-15,17:05:30,0,0.9,17.9,0,0
557,2021-10-15,17:05:30,0,0.9,17.9,0,0
406,2021-05-09,08:31:30,0,0.85,18.9,0,1
407,2021-05-09,08:31:30,0,0.85,18.9,0,1
408,2021-05-09,08:31:30,0,0.85,18.9,0,1
409,2021-05-09,05:55:48,0,0.85,18.9,0,1
410,2021-05-23,05:55:48,0,0.75,16.4,5.98,1
411,2021-05-23,05:55:48,0,0.75,16.4,5.98,1
412,2021-05-23,08:31:30,0,0.75,16.4,5.98,1
413,2021-05-23,08:31:30,0,0.75,16.4,5.98,1
414,2021-05-23,07:02:30,0,0.75,16.4,5.98,1
415,2021-05-23,07:02:30,0,0.75,16.4,5.98,1
416,2021-05-23,08:31:30,0,0.75,16.4,5.98,1
420,2021-06-12,07:02:30,0,0.75,25.9,0,1
421,2021-06-12,07:02:30,0,0.75,25.9,0,1
422,2021-06-12,07:02:30,0,0.75,25.9,0,1
423,2021-06-12,08:05:30,0,0.75,25.9,0,1
424,2021-06-12,06:36:48,0,0.75,25.9,0,1
425,2021-06-12,05:55:48,0,0.75,25.9,0,1
426,2021-06-12,07:02:30,0,0.75,25.9,0,1
427,2021-06-12,06:36:48,0,0.75,25.9,0,1
460,2021-07-23,07:02:30,0,0.8,29.3,0.04,0
461,2021-07-23,05:55:48,0,0.8,29.3,0.04,0
462,2021-07-23,07:02:30,0,0.8,29.3,0.04,0
463,2021-07-23,07:02:30,0,0.8,29.3,0.04,0
464,2021-07-23,06:36:48,0,0.8,29.3,0.04,0
465,2021-07-23,07:02:30,0,0.8,29.3,0.04,0
466,2021-07-23,07:02:30,0,0.8,29.3,0.04,0
467,2021-07-23,07:02:30,0,0.8,29.3,0.04,0
468,2021-07-23,08:05:30,0,0.8,29.3,0.04,0
469,2021-07-23,08:05:30,0,0.8,29.3,0.04,0
477,2021-08-14,08:31:30,0,0.7,30.9,0,1
478,2021-08-14,05:55:48,0,0.7,30.9,0,1
479,2021-08-14,07:02:30,0,0.7,30.9,0,1
480,2021-08-14,07:02:30,0,0.7,30.9,0,1
481,2021-08-14,06:26:30,0,0.7,30.9,0,1
482,2021-08-14,07:02:30,0,0.7,30.9,0,1
483,2021-08-14,07:02:30,0,0.7,30.9,0,1
484,2021-08-14,08:55:36,0,0.7,30.9,0,1
485,2021-08-14,08:55:36,0,0.7,30.9,0,1
489,2021-09-04,06:36:48,0,0,23.4,4.36,1
490,2021-09-04,05:46:30,0,0,23.4,4.36,1
491,2021-09-04,07:02:30,0,0,23.4,4.36,1
492,2021-09-04,08:05:30,0,0,23.4,4.36,1
493,2021-09-04,07:02:30,0,0,23.4,4.36,1
494,2021-09-04,08:05:30,0,0,23.4,4.36,1
495,2021-09-04,07:02:30,0,0,23.4,4.36,1
496,2021-09-04,08:31:30,0,0,23.4,4.36,1
497,2021-09-04,07:02:30,0,0,23.4,4.36,1
498,2021-09-19,05:46:30,0,0,12.2,36.38,1
499,2021-09-19,07:02:30,0,0,12.2,36.38,1
500,2021-09-19,06:36:48,0,0,12.2,36.38,1
509,2021-09-25,07:02:30,0,0.45,24.3,0.07,1
510,2021-09-25,07:02:30,0,0.45,24.3,0.07,1
511,2021-09-25,07:02:30,0,0.45,24.3,0.07,1
512,2021-09-25,07:02:30,0,0.45,24.3,0.07,1
513,2021-09-25,06:26:30,0,0.45,24.3,0.07,1
514,2021-09-25,08:31:30,0,0.45,24.3,0.07,1
515,2021-09-25,08:16:30,0,0.45,24.3,0.07,1
516,2021-09-25,07:02:30,0,0.45,24.3,0.07,1
517,2021-09-25,07:02:30,0,0.45,24.3,0.07,1
518,2021-09-25,05:55:48,0,0.45,24.3,0.07,1
519,2021-09-25,06:36:48,0,0.45,24.3,0.07,1
520,2021-09-25,08:05:30,0,0.45,24.3,0.07,1
524,2021-10-17,05:46:30,0,0.9,17.8,0,1
